# EVENT,Y_DELTA,PITCH_DELTA,YAW_DELTA,TIMESTAMP,ANGLE_DOT,DISTANCE,offset
animation,,,,1464497612503,,,52
move,0.0,0.0,-2.0999146,1464497612551,,,48
move,0.0,0.0,360.0,1464497612551,,,0
move,0.0,0.0,0.0,1464497612600,,,49
move,0.0,0.0,-360.44998,1464497612650,,,50
animation,,,,1464497612685,,,35
attack,,,,1464497612685,,,0
serverInfo,,,,1464497612685,0.8809746322048608,2.1147686333272264,0
move,0.0,0.0,-3.2998657,1464497612701,,,16
move,0.0,-0.44999886,-3.8998718,1464497612751,,,50
move,0.0,-0.14999962,-4.9499817,1464497612800,,,49
animation,,,,1464497612848,,,48
attack,,,,1464497612848,,,0
serverInfo,,,,1464497612848,0.9478249341373342,2.046307999818542,0
move,0.0,0.14999962,-2.8499756,1464497612851,,,3
move,0.0,0.0,-3.1499023,1464497612901,,,50
move,0.0,-0.14999962,-4.349945,1464497612951,,,50
move,0.0,0.5999985,-7.949951,1464497613000,,,49
animation,,,,1464497613026,,,26
attack,,,,1464497613026,,,0
serverInfo,,,,1464497613026,0.9454468243338776,2.107058271595056,0
move,0.0,0.5999985,-3.2999573,1464497613051,,,25
move,0.0,0.0,-0.8999634,1464497613100,,,49
move,0.0,-0.14999962,-3.8999023,1464497613150,,,50
animation,,,,1464497613225,,,75
attack,,,,1464497613225,,,0
serverInfo,,,,1464497613225,0.9266302073880209,2.215976766027582,0
move,0.0,1.3499966,-5.0997925,1464497613251,,,26
move,0.0,1.6499958,-7.6498413,1464497613251,,,0
move,0.0,0.29999924,-5.849884,1464497613300,,,49
move,0.0,0.29999924,-1.3499451,1464497613350,,,50
animation,,,,1464497613386,,,36
attack,,,,1464497613386,,,0
serverInfo,,,,1464497613386,0.9087986925907159,2.3915953720609946,0
move,0.0,0.29999924,-2.2499084,1464497613451,,,65
move,0.0,0.0,-0.1499939,1464497613501,,,50
move,0.0,0.0,360.0,1464497613550,,,49
animation,,,,1464497613594,,,44
attack,,,,1464497613594,,,0
serverInfo,,,,1464497613594,0.9158396790888583,2.72698140064075,0
move,0.0,0.14999962,-360.0,1464497613601,,,7
