# EVENT,Y_DELTA,PITCH_DELTA,YAW_DELTA,TIMESTAMP,ANGLE_DOT,DISTANCE,offset
attack,,,,1464497147276,,,0
serverInfo,,,,1464497147276,0.9640022408264048,1.600324988841387,0
move,0.0,0.0,-0.1499939,1464497147285,,,9
move,0.0,0.7499981,-4.199951,1464497147335,,,50
move,0.0,1.7999954,-13.650009,1464497147385,,,50
move,0.0,1.6499958,-17.550003,1464497147435,,,50
animation,,,,1464497147448,,,13
attack,,,,1464497147448,,,0
serverInfo,,,,1464497147448,0.963811014309838,1.9211949299438038,0
move,0.0,2.0999947,-5.5499573,1464497147485,,,37
move,0.0,-0.7499981,0.0,1464497147535,,,50
move,0.0,-0.29999924,0.0,1464497147585,,,50
animation,,,,1464497147607,,,22
attack,,,,1464497147607,,,0
serverInfo,,,,1464497147607,0.9509139169826857,2.3842516264803746,0
move,0.0,-0.29999924,-0.4499817,1464497147635,,,28
animation,,,,1464497148022,,,387
attack,,,,1464497148022,,,0
serverInfo,,,,1464497148022,0.945846966287125,2.5603887967887164,0
animation,,,,1464497148022,,,0
attack,,,,1464497148022,,,0
serverInfo,,,,1464497148022,0.945846966287125,2.5603887967887164,0
move,0.0,-0.74999905,-0.74998474,1464497148035,,,13
move,0.0,-3.1499958,-7.049988,1464497148035,,,0
move,0.0,-1.3499975,-3.5999908,1464497148035,,,0
move,0.0,-0.29999924,1.6499786,1464497148035,,,0
move,0.0,-3.7499971,5.850006,1464497148035,,,0
move,0.0,-3.150002,6.7500153,1464497148035,,,0
move,0.0,-0.3000002,-3.1500092,1464497148035,,,0
move,0.0,0.6000004,-3.1499786,1464497148035,,,0
move,0.0,0.7500005,0.0,1464497148085,,,50
move,0.0,6.000003,7.049942,1464497148135,,,50
animation,,,,1464497148168,,,33
attack,,,,1464497148168,,,0
serverInfo,,,,1464497148168,0.977569797889934,1.7536652783965918,0
move,0.0,5.3999987,9.75,1464497148185,,,17
move,0.0,1.0499973,3.5999603,1464497148235,,,50
move,0.0,-0.29999924,2.9999847,1464497148285,,,50
move,0.0,0.14999962,-1.949997,1464497148335,,,50
animation,,,,1464497148353,,,18
attack,,,,1464497148353,,,0
serverInfo,,,,1464497148353,0.9331938069081506,2.1247549047134124,0
move,0.0,0.14999962,-0.2999878,1464497148385,,,32
move,0.0,-0.5999985,0.74998474,1464497148435,,,50
move,0.0,-0.44999886,1.0499725,1464497148485,,,50
animation,,,,1464497148509,,,24
move,0.0,-0.29999924,1.0499878,1464497148535,,,26
move,0.0,-2.699998,2.3999786,1464497148585,,,50
move,0.0,-1.3499994,3.75,1464497148635,,,50
animation,,,,1464497148670,,,35
attack,,,,1464497148670,,,0
serverInfo,,,,1464497148670,0.9703946512135482,2.129067129136001,0
move,0.0,0.0,0.0,1464497148685,,,15
move,0.0,-0.29999924,0.1499939,1464497148735,,,50
move,0.0,-0.29999924,0.4499817,1464497148785,,,50
move,0.0,3.449998,0.5999756,1464497148835,,,50
animation,,,,1464497148855,,,20
attack,,,,1464497148855,,,0
serverInfo,,,,1464497148855,0.9538034850335722,1.5056814324692611,0
move,0.2763750000000016,2.8499956,0.0,1464497148885,,,30
move,0.19244750374555508,0.29999924,0.5999756,1464497148935,,,50
move,0.11019855581540838,2.8499947,4.0499725,1464497148985,,,50
animation,,,,1464497149009,,,24
attack,,,,1464497149009,,,0
serverInfo,,,,1464497149009,0.9933928199953532,2.0745675285599874,0
move,0.029594585275091845,2.6999931,4.7999725,1464497149035,,,26
move,-0.04939730739181414,-1.0499973,7.649994,1464497149085,,,50
move,-0.12680936371203444,-2.9999924,9.900009,1464497149135,,,50
move,-0.20267318038236937,-2.2499943,-1.199997,1464497149185,,,50
animation,,,,1464497149222,,,37
attack,,,,1464497149222,,,0
serverInfo,,,,1464497149222,0.9388985238163581,2.494457081112014,0
move,-0.22973579334983896,-0.5999985,-5.5499573,1464497149235,,,13
move,0.0,-2.8499937,-5.8499603,1464497149285,,,50
move,0.0,-2.2499971,-4.5,1464497149335,,,50
animation,,,,1464497149343,,,8
attack,,,,1464497149343,,,0
serverInfo,,,,1464497149343,0.9684523601628443,2.572855937844143,0
move,0.2763750000000016,0.0,2.3999786,1464497149385,,,42
move,0.19244750374555508,-0.5999985,2.6999664,1464497149435,,,50
move,0.11019855581540838,1.6499958,10.049988,1464497149486,,,51
animation,,,,1464497149528,,,42
attack,,,,1464497149528,,,0
serverInfo,,,,1464497149528,0.9955645118941925,3.088146806378243,0
move,0.029594585275091845,0.0,0.0,1464497149535,,,7
move,-0.17620667110384858,-0.14999962,-0.44999695,1464497149635,,,100
move,-0.20267318038236937,1.949997,-2.0999756,1464497149685,,,50
animation,,,,1464497149731,,,46
attack,,,,1464497149731,,,0
serverInfo,,,,1464497149731,0.9837145985671598,3.145464066364695,0
move,-0.22973579334983896,2.0999966,2.5499268,1464497149736,,,5
move,0.0,-1.0499983,1.3499756,1464497149785,,,49
move,0.0,-0.89999866,3.7499695,1464497149835,,,50
animation,,,,1464497149845,,,10
attack,,,,1464497149845,,,0
serverInfo,,,,1464497149845,0.9555294885152426,2.8418487197512525,0
move,0.0,-0.44999886,-0.74998474,1464497149885,,,40
move,0.23375000000000057,0.0,-1.3499908,1464497149935,,,50
move,0.15067500293255165,0.14999962,-0.1499939,1464497149985,,,50
move,0.06926150422191313,2.5499954,5.5499725,1464497150035,,,50
animation,,,,1464497150057,,,22
move,-0.010523726067340533,2.9999924,10.049988,1464497150085,,,28
move,-0.08871325327260138,-0.44999886,2.2499542,1464497150135,,,50
move,-0.16533899142509512,-3.7499905,-2.5499725,1464497150185,,,50
move,-0.18911053638942832,-2.8499928,-15.600052,1464497150235,,,50
animation,,,,1464497150278,,,43
attack,,,,1464497150278,,,0
serverInfo,,,,1464497150278,0.9754029588456159,3.3303199540869524,0
move,0.0,-1.0499973,-3.8999786,1464497150286,,,8
move,0.0,-0.3000002,-0.1499939,1464497150335,,,49
move,0.0,-3.8999991,0.8999634,1464497150385,,,50
move,0.2763750000000016,-1.0500007,0.4499817,1464497150435,,,50
animation,,,,1464497150472,,,37
move,0.19244750374555508,0.1500001,-3.2999725,1464497150485,,,13
move,0.11019855581540838,0.4500003,-0.5999756,1464497150535,,,50
move,0.029594585275091845,0.3000002,2.0999756,1464497150585,,,50
move,-0.04939730739181414,1.7999983,3.2999268,1464497150635,,,50
animation,,,,1464497150644,,,9
move,-0.12680936371203444,1.4999962,3.5999603,1464497150685,,,41
move,-0.20267318038236937,-0.4499998,-0.1499939,1464497150785,,,100
move,-0.22973579334983896,-0.8999977,-3.4499512,1464497150785,,,0
move,0.0,-0.29999924,-13.350037,1464497150835,,,50
animation,,,,1464497150857,,,22
move,0.3216249999999974,1.1999979,-1.6499634,1464497150886,,,29
move,0.23679250460862988,-0.29999924,-0.1499939,1464497150935,,,49
move,0.15365665750703528,-0.75,-0.74998474,1464497150985,,,50
move,0.07218352576178688,-0.14999962,0.0,1464497151035,,,50
animation,,,,1464497151061,,,26
move,-0.09356708857900742,0.0,-0.74998474,1464497151135,,,74
move,-0.1625888079673672,0.44999886,6.299988,1464497151185,,,50
move,-0.23773703643502841,-0.14999962,1.1999817,1464497151235,,,50
animation,,,,1464497151273,,,38
move,-0.2903647548960464,-0.29999924,0.0,1464497151285,,,12
move,0.0,-0.44999886,0.2999878,1464497151335,,,50
move,0.0,0.29999924,-2.0999603,1464497151386,,,51
animation,,,,1464497151395,,,9
move,0.0,0.29999924,-0.74998474,1464497151435,,,40
move,0.0,0.0,0.0,1464497151486,,,51
move,0.0,0.14999962,-0.4499817,1464497151535,,,49
move,0.0,2.0999966,-2.8499298,1464497151585,,,50
animation,,,,1464497151603,,,18
move,0.0,1.6499968,-1.3499451,1464497151635,,,32
move,0.0,0.0,0.1499939,1464497151685,,,50
animation,,,,1464497151745,,,60
attack,,,,1464497151745,,,0
serverInfo,,,,1464497151745,0.9726166955128833,3.100620840891258,0
move,0.0,0.0,-0.2999878,1464497151785,,,40
move,0.0,0.7499981,-1.9499664,1464497151786,,,1
move,0.0,1.7999983,-0.7499695,1464497151835,,,49
move,0.0,0.3000002,0.1499939,1464497151885,,,50
move,0.0,1.7999964,1.3499451,1464497151935,,,50
animation,,,,1464497151987,,,52
attack,,,,1464497151987,,,0
serverInfo,,,,1464497151987,0.9503566646563443,2.1570587861692565,0
move,0.0,1.4999962,2.5499573,1464497152036,,,49
move,0.0,1.3499966,4.3499603,1464497152036,,,0
move,0.0,-2.6999931,7.9500275,1464497152085,,,49
move,0.2763750000000016,-2.5499935,10.050034,1464497152135,,,50
animation,,,,1464497152171,,,36
attack,,,,1464497152171,,,0
serverInfo,,,,1464497152171,0.9868092849992377,1.9905622680763457,0
move,0.19244750374555508,0.44999886,6.149994,1464497152186,,,15
move,0.11019855581540838,0.3000002,0.1499939,1464497152235,,,49
move,0.029594585275091845,-1.1999979,0.8999634,1464497152335,,,100
move,-0.04939730739181414,2.5499954,-2.5499268,1464497152335,,,0
animation,,,,1464497152372,,,37
attack,,,,1464497152372,,,0
serverInfo,,,,1464497152372,0.987787422824684,2.330518398216554,0
move,-0.12680936371203444,5.5499897,-1.1999512,1464497152386,,,14
move,-0.20267318038236937,2.5499935,-1.0499573,1464497152435,,,49
move,-0.22973579334983896,1.4999962,-1.4999847,1464497152486,,,51
move,0.41999998688697815,-0.14999962,-1.6499939,1464497152535,,,49
animation,,,,1464497152571,,,36
attack,,,,1464497152571,,,0
serverInfo,,,,1464497152571,0.9618258125864185,2.2374322805079165,0
move,0.2763750000000016,-0.44999886,0.1499939,1464497152586,,,15
move,0.19244750374555508,-2.8499966,1.5258789E-5,1464497152635,,,49
move,0.11019855581540838,-2.399994,-2.9999084,1464497152685,,,50
animation,,,,1464497152702,,,17
attack,,,,1464497152702,,,0
serverInfo,,,,1464497152702,0.9988218546955697,3.1563409429231264,0
move,0.02959458527509895,-0.44999886,-0.7499695,1464497152736,,,34
move,-0.04939730739181414,1.4999962,-0.8999634,1464497152785,,,49
move,-0.12680936371203444,0.0,-0.7499695,1464497152835,,,50
move,-0.20267318038236937,-1.0499973,1.799942,1464497152885,,,50
animation,,,,1464497152912,,,27
move,-0.2770197221662869,-2.699995,0.89997864,1464497152936,,,24
move,-0.3498793345325737,-2.9999933,-0.1499939,1464497152985,,,49
move,-0.02283672353796362,-4.499999,-1.4999542,1464497153035,,,50
move,0.0,-3.6000013,-6.449997,1464497153085,,,50
move,0.1508749999999992,-0.4500003,-0.4499817,1464497153135,,,50
animation,,,,1464497153171,,,36
move,0.0694575013518346,0.3000002,-0.5999756,1464497153186,,,15
move,-0.010331648876288568,0.0,-0.30000305,1464497153235,,,49
move,-0.08852501762169851,-0.6000004,-1.9499817,1464497153285,,,50
move,-0.12147583485384672,-0.4500003,-4.050003,1464497153335,,,50
animation,,,,1464497153343,,,8
move,0.0,0.1500001,-0.1499939,1464497153386,,,43
move,0.0,-0.1500001,1.3499908,1464497153435,,,49
move,0.0,0.6000004,2.0999756,1464497153486,,,51
animation,,,,1464497153494,,,8
move,0.0,0.4500003,-0.1499939,1464497153535,,,41
move,0.0,0.0,0.0,1464497153585,,,50
move,0.0,0.1500001,-0.59999084,1464497153635,,,50
move,0.0,1.3500004,-0.44999695,1464497153685,,,50
animation,,,,1464497153695,,,10
attack,,,,1464497153695,,,0
serverInfo,,,,1464497153695,0.9888742292873253,3.2050421858824096,0
move,0.0,2.0999994,0.4499817,1464497153736,,,41
move,0.0,1.0499992,-0.1499939,1464497153786,,,50
move,0.0,2.9999952,-0.7499695,1464497153836,,,50
animation,,,,1464497153845,,,9
attack,,,,1464497153845,,,0
serverInfo,,,,1464497153845,0.9672652901296123,2.561892262474448,0
move,0.0,2.8499975,0.4499817,1464497153886,,,41
move,0.0,0.29999924,0.0,1464497153936,,,50
move,0.0,0.14999962,0.2999878,1464497153986,,,50
move,0.0,0.0,0.0,1464497154036,,,50
animation,,,,1464497154079,,,43
attack,,,,1464497154080,,,1
serverInfo,,,,1464497154080,0.950912818356296,1.699293316138151,0
move,0.2763750000000016,0.0,0.0,1464497154086,,,6
move,0.19244750374555508,-0.29999924,0.2999878,1464497154136,,,50
move,0.11019855581540838,-1.6499958,0.2999878,1464497154186,,,50
animation,,,,1464497154248,,,62
attack,,,,1464497154248,,,0
serverInfo,,,,1464497154248,0.9995919680478065,2.2272470771722666,0
move,-0.019802722116722293,-0.14999962,0.0,1464497154286,,,38
move,-0.12680936371203444,-0.4499998,0.0,1464497154336,,,50
move,-0.20267318038236937,-0.4499998,0.0,1464497154386,,,50
move,-0.22973579334983896,0.0,0.0,1464497154436,,,50
animation,,,,1464497154447,,,11
attack,,,,1464497154447,,,0
serverInfo,,,,1464497154447,0.9653745809160397,2.1100690442894905,0
move,0.0,0.29999924,-0.2999878,1464497154486,,,39
move,0.0,0.4499998,-1.7999725,1464497154536,,,50
move,0.23375000000000057,-0.8999996,0.1499939,1464497154586,,,50
move,0.15067500293255165,0.0,0.0,1464497154636,,,50
animation,,,,1464497154652,,,16
attack,,,,1464497154652,,,0
serverInfo,,,,1464497154652,0.9920509928952241,2.250118372835209,0
move,0.06926150422191313,0.0,-0.1499939,1464497154686,,,34
move,-0.010523726067340533,-0.7499981,-2.2499695,1464497154736,,,50
move,-0.08871325327260138,-0.5999985,-11.250015,1464497154786,,,50
animation,,,,1464497154824,,,38
attack,,,,1464497154824,,,0
serverInfo,,,,1464497154824,0.9933515391146919,2.4873787446992495,0
move,-0.16533899142509512,1.0499983,-1.3499908,1464497154836,,,12
move,-0.18911053638942832,-0.5999994,0.0,1464497154886,,,50
move,0.0,-2.0999985,0.1499939,1464497154936,,,50
move,0.0,-0.4499998,0.0,1464497154986,,,50
animation,,,,1464497155002,,,16
attack,,,,1464497155002,,,0
serverInfo,,,,1464497155002,0.9767633623057713,2.4025366673456694,0
move,0.0,0.0,0.0,1464497155036,,,34
move,0.2763750000000016,0.0,0.0,1464497155086,,,50
move,0.19244750374555508,0.44999886,-6.600006,1464497155136,,,50
move,0.11019855581540838,2.3999949,-10.800018,1464497155186,,,50
animation,,,,1464497155204,,,18
attack,,,,1464497155204,,,0
serverInfo,,,,1464497155204,0.9936431758798292,2.847289804993943,0
move,0.029594585275091845,3.2999945,-2.9999542,1464497155236,,,32
move,-0.04939730739181414,0.0,0.0,1464497155286,,,50
move,-0.12680936371203444,0.14999962,0.0,1464497155336,,,50
move,-0.20267318038236937,0.44999886,1.0499878,1464497155386,,,50
animation,,,,1464497155404,,,18
attack,,,,1464497155404,,,0
serverInfo,,,,1464497155404,0.9696347477911991,2.9810347663469945,0
move,-0.22973579334983896,0.0,0.1499939,1464497155436,,,32
move,0.0,-4.0499945,1.6499481,1464497155486,,,50
move,0.0,-2.3999977,-0.89997864,1464497155536,,,50
animation,,,,1464497155567,,,31
attack,,,,1464497155567,,,0
serverInfo,,,,1464497155567,0.976073522230366,2.8131055395058704,0
move,0.23375000000000057,-0.14999962,-0.59999084,1464497155586,,,19
move,0.15067500293255165,0.0,0.0,1464497155636,,,50
move,0.06926150422191313,-0.14999962,-0.30000305,1464497155686,,,50
move,-0.010523726067340533,-0.14999962,0.0,1464497155736,,,50
animation,,,,1464497155754,,,18
move,-0.08871325327260138,0.0,-1.0499878,1464497155786,,,32
move,-0.16533899142509512,-0.14999962,-0.1499939,1464497155836,,,50
move,-0.18911053638942832,-2.8499966,1.0499573,1464497155886,,,50
move,0.0,-0.7500005,0.0,1464497155936,,,50
animation,,,,1464497155971,,,35
move,0.0,0.0,0.0,1464497155986,,,15
move,0.0,-0.4500003,0.4499817,1464497156036,,,50
move,0.0,-1.500001,2.8499603,1464497156086,,,50
move,0.2763750000000016,-0.4500003,2.5499878,1464497156136,,,50
animation,,,,1464497156171,,,35
attack,,,,1464497156171,,,0
serverInfo,,,,1464497156171,0.9999314886027897,3.505075027277199,0
move,0.19244750374555508,2.1000009,1.1999664,1464497156186,,,15
move,0.11019855581540838,3.2999992,0.5999756,1464497156236,,,50
move,0.029594585275091845,-0.5999985,0.7499695,1464497156286,,,50
move,-0.04939730739181414,0.44999886,0.2999878,1464497156336,,,50
animation,,,,1464497156345,,,9
move,-0.12680936371203444,0.14999962,0.0,1464497156387,,,42
move,-0.20267318038236937,0.0,0.0,1464497156436,,,49
move,-0.22973579334983896,0.0,0.0,1464497156487,,,51
move,0.0,0.0,0.0,1464497156537,,,50
animation,,,,1464497156543,,,6
move,0.0,0.0,0.0,1464497156587,,,44
move,0.2763750000000016,-0.29999924,0.2999878,1464497156637,,,50
move,0.19244750374555508,0.0,0.0,1464497156686,,,49
move,0.11019855581540838,0.0,0.0,1464497156736,,,50
animation,,,,1464497156757,,,21
move,-0.019802722116722293,0.5999994,-0.1499939,1464497156836,,,79
move,-0.12680936371203444,0.14999962,0.0,1464497156887,,,51
animation,,,,1464497156914,,,27
move,-0.20267318038236937,0.0,0.0,1464497156937,,,23
move,-0.22973579334983896,0.0,0.0,1464497156987,,,50
move,0.0,-0.8999996,0.0,1464497157037,,,50
move,0.0,-0.5999985,0.1499939,1464497157087,,,50
animation,,,,1464497157100,,,13
move,0.2763750000000016,0.0,0.0,1464497157137,,,37
move,0.19244750374555508,0.0,0.0,1464497157187,,,50
move,0.11019855581540838,0.0,-0.1499939,1464497157237,,,50
animation,,,,1464497157314,,,77
move,-0.019802722116722293,3.4499931,-1.7999268,1464497157337,,,23
animation,,,,1464497157718,,,381
animation,,,,1464497157718,,,0
attack,,,,1464497157718,,,0
serverInfo,,,,1464497157718,0.9960593758983203,4.113047974511399,0
move,-0.12680936371203444,0.0,0.0,1464497157737,,,19
move,-0.20267318038236937,0.0,0.0,1464497157737,,,0
move,-0.22973579334983896,0.0,0.0,1464497157737,,,0
move,0.0,0.0,0.0,1464497157737,,,0
move,0.0,-0.14999962,0.0,1464497157737,,,0
move,0.0,0.0,0.0,1464497157737,,,0
move,0.0,0.0,0.0,1464497157737,,,0
move,0.0,0.8999996,0.0,1464497157737,,,0
move,0.0,1.1999989,-0.4499817,1464497157787,,,50
move,0.0,0.0,0.0,1464497157837,,,50
move,0.0,1.4999981,0.0,1464497157887,,,50
animation,,,,1464497157938,,,51
attack,,,,1464497157938,,,0
serverInfo,,,,1464497157938,0.9595485342861769,2.4753324274244832,0
move,0.0,2.399994,0.0,1464497157987,,,49
move,0.0,1.0499973,-0.1499939,1464497157987,,,0
move,0.0,0.0,0.0,1464497158037,,,50
move,0.0,0.0,0.0,1464497158087,,,50
animation,,,,1464497158119,,,32
attack,,,,1464497158119,,,0
serverInfo,,,,1464497158119,0.9408332829542974,1.6132448345419785,0
move,0.0,0.29999924,-0.1499939,1464497158137,,,18
move,0.2763750000000016,0.14999962,-0.1499939,1464497158187,,,50
move,0.19244750374555508,0.14999962,-0.1499939,1464497158237,,,50
move,0.11019855581540838,1.3499966,1.0499573,1464497158287,,,50
move,0.029594585275091845,2.8499928,7.199997,1464497158337,,,50
animation,,,,1464497158425,,,88
attack,,,,1464497158425,,,0
serverInfo,,,,1464497158425,0.9818954931828845,1.9560868183224114,0
move,-0.17620667110384858,0.0,2.5499725,1464497158437,,,12
move,-0.20267318038236937,-0.5999985,0.5999756,1464497158488,,,51
move,-0.22973579334983896,-1.4999962,1.3499756,1464497158537,,,49
move,0.0,-0.29999924,0.0,1464497158587,,,50
animation,,,,1464497158594,,,7
attack,,,,1464497158594,,,0
serverInfo,,,,1464497158594,0.9243743832497069,1.7721847569448448,0
move,0.0,-0.14999962,0.1499939,1464497158637,,,43
move,0.0,-2.0999947,3.2999573,1464497158687,,,50
move,0.23375000000000057,-2.0999947,5.099945,1464497158737,,,50
animation,,,,1464497158767,,,30
attack,,,,1464497158767,,,0
serverInfo,,,,1464497158767,0.9832011158185254,1.7794620629073172,0
move,0.15067500293255165,-0.29999924,8.700012,1464497158787,,,20
move,0.06926150422191313,0.44999886,7.049988,1464497158837,,,50
move,-0.010523726067340533,-0.44999886,0.7499695,1464497158888,,,51
move,-0.08871325327260138,0.8999977,2.0999603,1464497158937,,,49
animation,,,,1464497158979,,,42
move,-0.16533899142509512,0.14999962,1.0499878,1464497158987,,,8
move,-0.18911053638942832,-1.6499958,1.3499451,1464497159037,,,50
move,0.0,-1.3499966,-6.299988,1464497159087,,,50
move,0.0,0.44999886,-11.550034,1464497159137,,,50
animation,,,,1464497159151,,,14
attack,,,,1464497159151,,,0
serverInfo,,,,1464497159151,0.9574210880318956,1.882171140176586,0
move,0.0,1.3499966,0.7499695,1464497159188,,,37
move,0.2763750000000016,-1.3499966,7.350006,1464497159238,,,50
move,0.19244750374555508,-2.0999956,9.900009,1464497159288,,,50
animation,,,,1464497159325,,,37
attack,,,,1464497159325,,,0
serverInfo,,,,1464497159325,0.9917184421334895,2.1794640578338202,0
move,0.11019855581540838,0.0,2.8499908,1464497159338,,,13
move,0.029594585275091845,2.2499952,-0.8999634,1464497159388,,,50
move,-0.04939730739181414,-0.14999962,0.4499817,1464497159438,,,50
move,-0.12680936371203444,0.14999962,6.0,1464497159488,,,50
animation,,,,1464497159510,,,22
move,-0.20267318038236937,0.0,2.5499878,1464497159538,,,28
move,-0.22973579334983896,0.0,-0.2999878,1464497159588,,,50
move,0.0,-0.8999977,-2.2499542,1464497159638,,,50
move,0.0,-0.44999886,-5.4000244,1464497159688,,,50
animation,,,,1464497159695,,,7
attack,,,,1464497159695,,,0
serverInfo,,,,1464497159695,0.9653941239602339,2.15967102015292,0
move,0.0,0.0,0.8999939,1464497159738,,,43
move,0.23375000000000057,-1.6499958,2.699936,1464497159788,,,50
move,0.15067500293255165,-1.1999979,7.2000275,1464497159838,,,50
move,0.06926150422191313,0.29999924,4.799988,1464497159888,,,50
animation,,,,1464497159907,,,19
attack,,,,1464497159907,,,0
serverInfo,,,,1464497159907,0.992349244928847,2.5419683950741896,0
move,-0.010523726067340533,0.89999866,-0.14997864,1464497159938,,,31
move,-0.08871325327260138,0.44999886,6.0,1464497159988,,,50
move,-0.16533899142509512,1.0499973,2.7000122,1464497160038,,,50
animation,,,,1464497160080,,,42
attack,,,,1464497160080,,,0
serverInfo,,,,1464497160080,0.9599100555388638,2.6538165604590196,0
move,-0.18911053638942832,0.89999866,-3.1499329,1464497160088,,,8
move,0.0,0.14999962,-0.2999878,1464497160138,,,50
move,0.0,0.0,-4.799988,1464497160188,,,50
animation,,,,1464497160204,,,16
attack,,,,1464497160204,,,0
serverInfo,,,,1464497160204,0.961525565142614,2.4855780921524886,0
move,0.0,0.4499998,1.1999817,1464497160238,,,34
move,0.2763750000000016,0.8999977,3.2999725,1464497160288,,,50
move,0.19244750374555508,0.0,3.1499786,1464497160338,,,50
move,0.11019855581540838,2.0999947,0.5999756,1464497160388,,,50
animation,,,,1464497160413,,,25
attack,,,,1464497160413,,,0
serverInfo,,,,1464497160413,0.9910971337787644,2.889069578649782,0
move,0.029594585275091845,4.9499893,-1.499939,1464497160438,,,25
move,-0.04939730739181414,1.3499966,0.2999878,1464497160488,,,50
move,-0.12680936371203444,-4.0499897,7.3499603,1464497160538,,,50
move,-0.20267318038236937,-3.4499912,7.199997,1464497160588,,,50
animation,,,,1464497160622,,,34
attack,,,,1464497160622,,,0
serverInfo,,,,1464497160622,0.9589795195592199,3.0230420422807693,0
move,-0.22973579334983896,-1.199997,-0.59999084,1464497160638,,,16
move,0.0,0.0,-3.8999481,1464497160688,,,50
move,0.2763750000000016,0.14999962,-0.75,1464497160738,,,50
animation,,,,1464497160757,,,19
attack,,,,1464497160757,,,0
serverInfo,,,,1464497160757,0.9780582448909998,3.210839552365712,0
move,0.19244750374555508,-0.5999985,0.8999634,1464497160789,,,32
move,0.11019855581540838,-1.0499983,0.5999756,1464497160838,,,49
move,0.029594585275091845,-0.8999977,2.699936,1464497160889,,,51
move,-0.04939730739181414,1.0499973,2.5499573,1464497160938,,,49
animation,,,,1464497160971,,,33
move,-0.12680936371203444,0.0,-0.1499939,1464497160988,,,17
move,-0.20267318038236937,-0.8999977,0.5999756,1464497161038,,,50
move,-0.22973579334983896,-2.699996,1.6499329,1464497161088,,,50
move,0.0,-0.14999962,0.0,1464497161138,,,50
animation,,,,1464497161144,,,6
move,0.0,0.0,0.0,1464497161188,,,44
move,0.0,0.0,0.0,1464497161238,,,50
move,0.2763750000000016,0.0,0.0,1464497161288,,,50
move,0.19244750374555508,0.0,0.0,1464497161338,,,50
animation,,,,1464497161362,,,24
move,0.11019855581540838,0.14999962,0.0,1464497161389,,,27
move,-0.019802722116722293,1.6499958,4.7999725,1464497161489,,,100
animation,,,,1464497161527,,,38
move,-0.12680936371203444,0.29999924,0.7500076,1464497161538,,,11
move,-0.20267318038236937,0.0,0.0,1464497161588,,,50
move,-0.22973579334983896,0.14999962,0.15000153,1464497161638,,,50
move,0.0,0.14999962,1.5000153,1464497161688,,,50
animation,,,,1464497161705,,,17
move,0.0,0.0,0.45000458,1464497161738,,,33
move,0.0,0.0,0.0,1464497161788,,,50
move,0.2763750000000016,0.0,-0.15000153,1464497161838,,,50
animation,,,,1464497161873,,,35
move,0.19244750374555508,0.0,0.0,1464497161888,,,15
move,0.11019855581540838,0.0,0.0,1464497161938,,,50
move,-0.019802722116722293,0.29999924,-1.9500198,1464497162038,,,100
animation,,,,1464497162053,,,15
move,-0.12680936371203444,0.0,0.0,1464497162088,,,35
