# EVENT,Y_DELTA,PITCH_DELTA,YAW_DELTA,TIMESTAMP,offset
move,0.0,-3.0000017,19.499985,1464495541459,50
move,0.0,-1.0500002,4.049988,1464495541509,50
move,0.0,0.0,0.0,1464495541559,50
move,0.0,0.0,0.0,1464495541609,50
move,0.0,0.0,0.0,1464495541659,50
move,0.0,0.0,0.0,1464495541709,50
move,0.0,0.0,0.0,1464495541759,50
move,0.0,0.0,-1.4999847,1464495541809,50
move,0.0,2.2500012,-8.400024,1464495541859,50
animation,,,,1464495541864,5
attack,,,,1464495541864,0
move,0.0,3.9,-8.850006,1464495541909,45
move,0.0,0.0,0.0,1464495541909,0
move,0.0,0.0,0.1499939,1464495542009,100
move,0.0,0.5999985,9.600037,1464495542059,50
animation,,,,1464495542082,23
attack,,,,1464495542082,0
move,0.0,-0.5999985,16.650024,1464495542109,27
move,0.0,0.14999962,11.849991,1464495542159,50
move,0.0,0.7499981,9.000015,1464495542209,50
move,0.0,-0.8999977,6.900009,1464495542259,50
move,0.0,-1.499999,7.3500366,1464495542309,50
move,0.0,-2.7000017,10.050034,1464495542359,50
animation,,,,1464495542400,41
attack,,,,1464495542400,0
move,0.0,-2.7000015,11.549965,1464495542409,9
move,0.0,-0.7499999,2.5500183,1464495542409,0
move,0.0,0.0,0.0,1464495542509,100
move,0.0,0.0,0.0,1464495542559,50
animation,,,,1464495542603,44
attack,,,,1464495542603,0
move,0.0,0.0,0.0,1464495542609,6
move,0.0,0.0,0.0,1464495542609,0
move,0.0,0.0,0.0,1464495542709,100
move,0.0,0.5999999,1.0500107,1464495542709,0
move,0.0,3.9000006,7.5000076,1464495542809,100
move,0.0,7.2,17.099998,1464495542859,50
animation,,,,1464495542895,36
attack,,,,1464495542895,0
move,0.0,1.3499985,17.549988,1464495542909,14
move,0.0,-0.8999977,7.949993,1464495542959,50
move,0.0,-0.14999962,7.949993,1464495542959,0
move,0.0,0.0,9.299999,1464495543009,50
move,0.0,-0.29999924,1.9500046,1464495543109,100
move,0.0,0.0,1.2000008,1464495543159,50
move,0.0,0.14999962,1.800003,1464495543209,50
move,0.0,-0.8999977,3.4500046,1464495543209,0
animation,,,,1464495543266,57
move,0.0,0.0,0.9000015,1464495543309,43
move,0.0,0.0,0.0,1464495543359,50
move,0.0,0.0,0.0,1464495543409,50
move,0.0,0.0,0.15000153,1464495543459,50
move,0.0,0.0,0.0,1464495543459,0
animation,,,,1464495543503,44
move,0.0,0.0,0.0,1464495543509,6
move,0.0,0.0,0.0,1464495543609,100
move,0.0,-0.14999962,1.050003,1464495543659,50
move,0.0,-0.29999924,3.0000076,1464495543709,50
move,0.0,0.14999962,4.949991,1464495543759,50
animation,,,,1464495543791,32
move,0.0,0.14999962,1.949995,1464495543809,18
move,0.0,0.0,0.29999924,1464495543809,0
move,0.0,-0.14999962,1.4999962,1464495543909,100
move,0.0,0.0,0.29999924,1464495543909,0
animation,,,,1464495543991,82
move,0.0,0.0,0.0,1464495544009,18
move,0.0,0.0,0.0,1464495544009,0
move,0.0,0.14999962,2.2499943,1464495544109,100
animation,,,,1464495544137,28
attack,,,,1464495544137,0
move,0.0,0.5999985,2.5499954,1464495544159,22
move,0.0,0.29999924,0.5999985,1464495544209,50
move,0.0,0.29999924,1.3499966,1464495544210,1
animation,,,,1464495544306,96
move,0.0,0.8999977,4.0499964,1464495544309,3
move,0.0,1.199997,3.449996,1464495544309,0
move,0.0,1.7999954,2.999999,1464495544409,100
move,0.0,1.0499973,5.1000013,1464495544459,50
move,0.0,0.29999924,5.1000004,1464495544509,50
animation,,,,1464495544520,11
move,0.0,-0.29999924,1.8000009,1464495544559,39
move,0.0,-0.44999886,3.0000005,1464495544609,50
move,0.0,-1.199997,4.499998,1464495544609,0
animation,,,,1464495544706,97
move,0.0,-1.0499973,6.299999,1464495544709,3
move,0.0,-1.4999962,7.800001,1464495544709,0
move,0.0,-0.5999985,2.2499962,1464495544809,100
move,0.0,0.0,0.5999985,1464495544809,0
move,0.0,-0.7499981,3.6000042,1464495544909,100
move,0.0,0.0,0.6000023,1464495544909,0
move,0.0,0.0,0.0,1464495544959,50
move,0.0,0.0,0.0,1464495545059,100
move,0.0,-14.699997,-39.749985,1464495545209,150
move,0.0,-10.050001,-53.1,1464495545209,0
move,0.0,-1.6499987,-29.850002,1464495545309,100
move,0.0,0.0,-16.349976,1464495545309,0
move,0.0,3.2999945,11.699974,1464495545559,250
move,0.0,3.8999987,14.849998,1464495545559,0
move,0.0,4.200001,12.150002,1464495545559,0
move,0.0,4.5,9.899994,1464495545659,100
move,0.0,2.400001,10.050018,1464495545759,100
move,0.2763750000000016,-0.1500001,3.1500053,1464495555559,9800
move,0.19244750374555508,0.0,0.0,1464495555609,50
move,0.11019855581540838,0.0,0.0,1464495555659,50
move,0.029594585275091845,0.0,0.0,1464495555709,50
move,-0.04939730739181414,0.0,0.0,1464495555759,50
move,-0.12680936371203444,0.0,0.0,1464495555759,0
move,-0.20267318038236937,0.0,0.0,1464495555859,100
move,-0.22973579334983896,0.0,0.0,1464495555909,50
move,0.0,0.0,0.0,1464495555959,50
move,0.0,0.0,0.0,1464495556109,150
move,0.2763750000000016,0.0,0.0,1464495558459,2350
move,0.19244750374555508,0.0,0.0,1464495558559,100
move,0.11019855581540838,0.0,0.0,1464495558609,50
move,0.029594585275091845,0.0,0.0,1464495558659,50
move,-0.04939730739181414,0.0,0.0,1464495558709,50
move,-0.12680936371203444,0.0,0.0,1464495558759,50
move,-0.20267318038236937,0.0,0.0,1464495558759,0
move,-0.22973579334983896,0.0,0.0,1464495558859,100
move,0.0,0.0,0.0,1464495558859,0
move,0.0,0.0,0.0,1464495558959,100
move,0.0,0.0,0.0,1464495560059,1100
move,0.2763750000000016,0.0,0.0,1464495560359,300
move,0.19244750374555508,0.0,0.0,1464495560409,50
move,0.11019855581540838,0.0,0.0,1464495560409,0
move,0.029594585275091845,0.0,0.0,1464495560509,100
move,-0.04939730739181414,0.0,0.0,1464495560559,50
move,-0.12680936371203444,0.0,0.0,1464495560609,50
move,-0.20267318038236937,0.0,0.0,1464495560659,50
move,-0.22973579334983896,0.0,0.0,1464495560659,0
move,0.0,0.0,0.0,1464495560709,50
move,0.0,0.0,0.0,1464495560809,100
move,0.0,0.0,0.0,1464495561909,1100
move,0.2763750000000016,0.0,0.0,1464495562609,700
move,0.19244750374555508,0.0,0.0,1464495562609,0
move,0.11019855581540838,0.0,0.0,1464495562659,50
move,0.029594585275091845,0.0,0.0,1464495562759,100
move,-0.04939730739181414,0.0,0.0,1464495562809,50
move,-0.12680936371203444,0.0,0.0,1464495562909,100
move,-0.20267318038236937,0.0,0.0,1464495562909,0
move,-0.22973579334983896,0.0,0.0,1464495562959,50
move,0.0,0.0,0.0,1464495563009,50
move,0.0,0.0,0.0,1464495563209,200
move,0.2763750000000016,0.0,0.0,1464495565009,1800
move,0.19244750374555508,0.0,0.0,1464495565059,50
move,0.11019855581540838,0.0,0.0,1464495565109,50
move,0.029594585275091845,0.0,0.0,1464495565159,50
move,-0.04939730739181414,0.0,0.0,1464495565209,50
move,-0.12680936371203444,0.0,0.0,1464495565259,50
move,-0.20267318038236937,0.0,0.0,1464495565309,50
move,-0.22973579334983896,0.0,0.0,1464495565359,50
move,0.0,0.0,0.0,1464495565409,50
move,0.0,0.0,0.0,1464495565509,100
move,0.2763750000000016,0.0,0.0,1464495566059,550
move,0.19244750374555508,0.0,0.0,1464495566109,50
move,0.11019855581540838,0.0,0.0,1464495566159,50
move,0.029594585275091845,0.0,0.0,1464495566159,0
move,-0.04939730739181414,0.0,0.0,1464495566209,50
move,-0.12680936371203444,0.0,0.0,1464495566309,100
move,-0.20267318038236937,0.0,0.0,1464495566359,50
move,-0.22973579334983896,0.0,0.0,1464495566409,50
move,0.0,0.0,0.0,1464495566459,50
move,0.0,0.0,0.0,1464495566509,50
